SummaryOrNot[T/F],,"Topic: ord, Polarity[2]:Positive"
,,"Lovely ORD treat from my baby girl last night . Snails ,  yum yum / / #onthetable @ 49 Seats"
,,Just another Friday night . Happy ORD romisiddons Enjoy the freedom ! #11monthstogo #wheregottime
,,"	@HouseIsDaBeast HAHHA IKR bruh . thanks god for quick time in ns ,  ord date is coming ! !"
,,"	It's all one digit now . Countdown to ORD is almost over ."
,,"	@SyafiqqCHKY you too bro good luck in life ORD OH !"
,,"	Team 2nd Coy . Day 2 TBTL . Nice to see the ORD peeps as well . @"
,,"	Happy ORD to my three most kilat fireman . ( CPL Saifudin ) ( CPL Fawwaz ) ( CPL Shahril ) I had been"
,,"	Happy ORD to the only guy that wanted to come for my milestone"
,,"	Officallly ORD from RP WOHOOO"
,,"	Finally reaching 2 years of service and received my ORD pluck today . Feeling fruitful and delightful ~ hehe ! ;D"
,,"	ORD OHH ! My days as a cop are over . :) @ Airport Police Division"
,,"	@shllws you just ord right ? ? so good starting work already heuheu"
,,"	2 more weeks to ORD can't wait"
,,"	I will shine again ,  but faster ord can ?"
,,"	The feeling of can't wait to ORD in a jippy its kicking in right now ,  such a waste of time"
,,"	Thank you for inviting me to your ORD Parade and I'm so honoured to be able to witness this day"
,,"	cant wait for his ord parade on 27th feb ! hehe"
,,"	i want to be happy i want to ord"
,,"	18 more days hais like so long ,  want to ord from that place alr lah hehehe"
,,"	Ok finally i've sent a fucking loooong msg . Since today my ord parade i will be a bit emotional taik but at the same time i'm happy ."
,,"	fucking can't wait to ord and go for a holiday"
,,"	"" @ishmamismam : Ord why u come so slow.like as if u crawling . nuuu"
,,"	New year resolution : hope to start a new chapter with you . ;) and ORD faster ! !"
,,"	Happy ORD @Faddicti0n ,  finally you're free from ns !"
,,"	@Faddicti0n happy ord bro ! So happy for you man !"
,,"	Not the best pair of siblings around but ORD ohhhhhh ! ! ! The past two"
,,"	Happy 9th ,  it's been great a year plus with y'all"
,,"	I just can't wait to ORD soon ."
,,"	So proud of you and the boys ORD LOH ! #ord #infantry #5SIR #bravo #theclique @ 5SIR Bukit Panjang"
,,"	No matter how shitty my NS life is ,  i know in my heart i ORD with pride and honour"
,,"	Mr Mata Mata Happy ORD to you ! It's my pleasure knowing and all the best for ur UNI ahead !"
,,"	155/161 th intake FIs happy ORD bro ! ! Time for me to continue this journey as a Field"
,,"	Don't even think you will call me ,  time fly so fast .. Hope it will be faster and make me faster ORD"
,,"	@nzkhxiri happy ord my friend"
,,"	can't wait to ORD and start afresh ."
,,"	i like my things white and i love this ORD LO ft . the best platoon anyone could ever ask for @"
,,"	@Mr_BlurSotong HAHAHAHA . I also want fast ord ):"
,,"	I wanna faster ord man cannot take it anymore"
,,"	Woohoo ! Congrats to someone ORD from navy ya ! PINK IC"
,,"	Thinking of ORD every damn day ! Just can't wait to get out of this shit hole"
,,"	finally my National Service time has over . ORD OHHH ! ! ! @ Clementi Fire Station ( Station 13 )"
,,"	Happy ORD guys ! Office life wouldnt be fun at all once everyone here is gone :( #6moreweeks"
,,"	Just book in today and I want to book out so badly @ I want to ord !"
,,"	Happy ORD Brotha ! @ Woodlands Fire Station"
,,"	Look who joined the old people's club today ( but still sec 2s in my eyes ) HAPPY ORD Y'ALL"
,,"	Happy ORD to Hougang Budget Club CEO and wish you all the best for your studies in NTU . @ Mandai"
,,"	Happy ord bro relishingdreams | it's official haha ,  I would really love to see you transit from green"
