SummaryOrNot[T/F],,"Topic: enlistment, Polarity[2]:Positive"
,,"POP LOH ! Congrats ! 20 days till my enlistment . But then again ,  15 hours to Bangkok ! @ Singapore"
,,Happy enlistment Brother from another mother . See you tomorrow @ Clarke Quay
,,"Happy Enlistment ,  baby bro ! #9July @ Pasir Ris Bus Interchange"
,,Happy enlistment my dear . It's the start of a new journey but everything will be alright . We can
,,"	@Annaqib_ see u when i see you aan ! Good luck for enlistment"
,,"	partying tonight for kahming's enlistment . @ Playhouse"
,,"	MH Generations will be released in July . Thats the one of the things that i'm waiting for besides my enlistment letter - . -"
,,"	I guess the best Christmas present this year was my enlistment letter"
,,"	Happy enlistment my brother ,  I really hope you learn alot from this"
,,"	Meh time pass faster to enlistment date pls"
,,"	It's time to be man . All the best for your enlistment @luphilhadi #trainingtobesoldiers ke ? Haha"
,,"	Happy enlistment ! Please take care of yourself there and make the most out of it ! See you when I see"
,,"	Happy Birthday @jarylpong . Hope you liked the presents ,  all the best for your coming enlistment ."
,,"	I feel bad for not sending my younger Brother off for Enlistment today ... but take care not so little bro"
,,"	Time please past faster to my enlistment date ! Please please please !"
,,"	ya la you taller ok all the best for your enlistment see you soon : @AlphaCannyBody @"
,,"	All the best for enlistment @COSH94 and @abcdamien ! Give your best in tekong ! @ Yew Tee Point"
,,"	Last night .. Wish u the best for enlistment bro ! See u soon . shaunlim 911 laned 2001 firdausfaridon"
,,"	Happy enlistment bro @choiyuzheng three weeks will be over in the blink of an eye ,  take care !"
,,"	Happy enlistment to you tmr ! @Ahhhhhhbii"
,,"	To the most botak guy in this photo - "" Happy "" Enlistment ! ! BMT is going to be tough , we"
,,"	Good dinner last night ! Happy enlistment hoodwinkre ! ! @ Saveur"
,,"	happy enlistment tmr brother love u slut see u soon @MRJMaier"
,,"	Wew enlistment I'm ready"
,,"	Yay to more time together before his enlistment #lastdayofworkforhq @ Plaza Singapura Hoshino"
,,"	@donghae861015 Happy birthday oppa "" wish u all the best "" ,  today u'r enlistment day "" take care & see u 2years later oppa ,  hwaiting ! !"
,,"	Happy 20th birthday to myself ! Thank you guys for always being there for me Happy enlistment"
,,"	YAYYYY ENLISTMENT 5MAY"
,,"	@_leleleleon all the best for enlistment Leon !"
,,"	Thankful to have their presence from the dawn of my enlistment day as well as the day through the"
,,"	@AkhsanKhan all the best bro for your enlistment you can do it !"
,,"	Happy Enlistment Bro all the best for BMT and see you back home next Saturday @ Pulau"
,,"	Happy enlistment @llyihong ( it haz been long hehe ) @ Supply Demand"
,,"	Wooohoooo ! ! ! I got my NS enlistment letter too ! ! ! SCDF ! ! ! 6 years ago lah"
,,"	Happy Enlistment Gerald ! @ Kallang Wave Mall"
,,"	@syariqmarican Happy enlistment bro ! Hope we enjoy the night the other day HAHAHA see ya soon"
,,"	@cptmarshalll nicee . . You got ur enlistment letter already ? When enlisting bro ?"
,,"	Enjoying my last few moments as a civilian . Less than 24hours away to enlistment . Well , I guess it's"
,,"	Baik ah ,  my brother got posted to police force for NS . Cant wait for his enlistment day cause maybe got nice food !"
,,"	Celebrating boyfriend enlistment with BBQ"
,,"	Finally is my book out day ! ! ! Finished 2 weeks of confinement since enlistment . Feels great to be"
,,"	feels good to be back on the water again since my enlistment 8 weeks ago .. @ Changi Beach Park"
,,"	@Qiyangg : @dxniellim you have me bro thanks bro . All the best for your enlistment btw"
,,"	All the best for your enlistment today my versace's . Enjoy your time in"
,,"	Who cares about enlistment in a month time when there's good food ! Good food keeps my body in good"
,,"	Today has been the best day so far since enlistment in camp omfg"
,,"	goodluck for your enlistment cousin hopefully dapat keluar and celebrate raya this year hehe take care #tb2011"
,,"	REC SAMUEL XIAO ,  FALL IN ! All the best for enlistment bro :) @ Pulau Tekong ,  Singapore"
,,"	@kuektt doing gr8 haha ( while waiting for enlistment letter to come ) u ?"
,,"	Such a small world mr barista meetup soon with the rest ! And all the best for your enlistment too !"
,,"	@saidwasil goodnight and all the best for your enlistment ."
