SummaryOrNot[T/F],,"Topic: tekong, Polarity[0]:Negative"
,,"	@WoShiKahWei fuck you lah go piakpiak with your michelle lah while I rot in tekong and do my RT"
,,"	finally chao geng warrior is enlisting in 2 days time ... soon you'll know my pain in tekong"
,,"	Sigh ,  tomorrow needa board the first train to pasir ris and off to tekong ."
,,"	Tekong > > Discovery Centre > Pasir Ris > CCK . fuck ."
,,"	Everyone dreading to go tekong for outfield"
,,"	Tough day in tekong"
,,"	Resort World Tekong really sweat 24/7"
,,"	"" @wilsonweee : @O_OItsTyh who watch me ? You ? From tekong ? :) "" $ 500 to anyone who beat up this fucking asshole ."
,,"	damn proud of my garden boy for surviving well in tekong and also using vulgarities for the first"
,,"	Fucking dogs keep on auto auto auto Cfm tekong one"
,,"	My Instagram Feed is full of ppl touring Europe and I m just touring tekong . - _ -"
,,"	@nikky_0902 what thing ): ? It's ok ,  Ashley is gonna be in tekong soon again !"
,,"	Tekong bound bitches . #VSCOcam #vscocamsg #iphoneonly @ Avenged Sevefold - I Won't See You Tonight"
,,"	Tekong stupified effect : Marc can't differentiate chicken from fish now ? !"
,,"	wonder how am I going to survive the 2 years in this kind of atmosphere . too fucking different from the pple I knew in tekong"
,,"	Book in loh . Sibeh sian . Sunday then book out . FML . ( @ Tekong )"
,,"	Today will probably be the shittest day in tekong . FBO FOR THE DAY ! ENTIRE DAY FML ."
,,"	@_SHIYINGG the medical centre at tekong took 6 hours to process my mc so much worst !"
,,"	Today will probably be the shittest day in tekong . FBO FOR THE DAY ! ENTIRE DAY FML ."
,,"	Back from POP rehearsal at Tekong . Not easy as I thought ."
,,"	Where to go today ? Wanna dart but can't strain arm cause tekong this Monday :("
,,"	reach already . suck thumb ( @ Tekong Ferry Terminal in Singapore )"
,,"	Took the same ferry and the same seats to and fro from tekong but missing the boy :'( ("
,,"	Thailand Tekong fucking pretty I really cannot"
,,"	Sigh its only the first day but i miss tekong mt line alr"
,,"	@vinodrajagubal tekong is better than some camps here . - . -"
,,"	Tekong for 5 days . Haiss"
,,"	Can't wait to book out ): damn this confinement week ( @ Pulau Tekong in Singapore )"
,,"	I am fking hungry now I wish I could order macd but I am in tekong lolol"
,,"	Because #bitch is #21 years old now . #38 getting #old @ Tekong Seafood Restaurant"
,,"	Tired tired tired . That's the words in my head every morning I wake up in Tekong :("
,,"	It took so much trouble and waiting just because of my high fever . Was send out from tekong camp to"
,,"	Less than 10 days in tekong before POP :'("
,,"	Tekong taking my best friend away :-( I'll miss u :-( @ HART"
,,"	Tonight go back camp ,  tomorrow go tekong . Will be back on 23rd june . No phone allow to bring tekong . Haiis ."
,,"	This guy don't believe he kena Tekong still ask me check = . = @ParKarWan"
,,"	@Jeffreyown : Good weather for sentosa but too bad im at tekong hahaha the scenery there nice not ? Haha"
,,"	Reached Tekong . Welcome back to Hell ."
,,"	Finally I Get To Book Out but there tekong tomorrow . Haizzzzzz @ Loyang Tua Pek Kong Temple"
