platoon 2	Bronco Coy platoon 3 section 2 mates Looking forward to the BMT
platoon 2	i feel like im the only one without a single photo of at least my platoon . legit .
platoon 2	Pegasus 02/16 Platoon 4 Section 4 POP LO ! It's been a great 2 months with euu guys . I will
platoon 2	I told you I stay . Anws ; congrats on your POP Abi .. And to the rest of your platoon mates ; nice
platoon 2	platoon 2 ; best platoon
platoon 2	Congrats to my 11.5 year classmate ; bmt coy mate ; sispec platoon mate ; random helicopter insertion
platoon 2	First ever Platoon Cohesion ! Gotta say I enjoyed it a lot . Can't
platoon 2	HAHAHA platoon mates too funny already
platoon 2	Not forgetting my wonderful lovely commanders ! Top Left : Sir ChoonChoon 1994 . Top Right : * Platoon *
platoon 2	Another long day tomorrow . Out w bae and bbq w his platoon mates . Woohoo !
platoon 2	Good brothers all the way ! Platoon Sergeants ~ #igsg @ Sungei Gedong Camp
platoon 2	Butter factory today ! ! ! I'm glad I've met such good platoon mates .. Staying with them for 10years
platoon 2	Awesome futsal session with my platoon mates ! Next one soon guys !
platoon 2	thankfully board 169 at yishun ; never meet one whole platoon rushing for bus .
platoon 2	@leejunhao1 Wa legit . Which platoon and section
platoon 2	Feeling awesome when I'm being recognized for long distance run . Someone from other platoon jio me for 16km run tomorrow !
platoon 2	Listening to raya songs and sudden remembering those days at Seletar camp w my platoon mates . Memories that vividly in my mind :)
platoon 2	03/14 BMTC Hawk Company ; Platoon 2 Section 1 . It has been a privilege and an honor serving and
platoon 2	BMT SVC BEST PLATOON 3 ! POC LO ! Good times are ending just like this . @ Kranji Camp 3
platoon 2	Thanks to everyone especially my Platoon 1 mates . Without you guys I won't be the person I am now .
platoon 2	@MonoPrisma legit what ; one of the platoon commander in my coy got like 1.7 k insta followers and he follows like 200 + + only ?
platoon 2	A big thank you to the Commanders who have taken me for BMT ! Will miss Lieutenant Le Yong's ' Platoon
platoon 2	Biking with my platoon mate from BMT ! :D #FromBedokToOutram #KeepingFit #WeekendExercise @ Marina Bay
platoon 2	Last day of SSC during ILC . Gotta thank them for being my platoon mates and my platoon for being
platoon 2	Nights Out with the platoon peeps :D @ Jalan Kayu @Thohirah Prata
