national_service 0	Weary Wednesday ... @ National Service Training Institute ( NSTI )
national_service 0	I am officially sick and tired of everything national service . This sick government can never repay me and my 2 years of suffering . #never
national_service 0	Hell again ... ( @ National Service Training Institute in Singapore ; SG )
national_service 0	@Vineshboi : National Service send me letter sia ! CCB ! Knn ! Fuck you la Pundeh ! Mayiru ! #pain
national_service 0	Because we wasted 2 years on national service
national_service 0	Pussies . #Wafi24 #sgig #minah #partypoops @ National Service Resort Country Club
national_service 0	I've been through 2 years of national service . But nothing ever fucking prepared me for this
national_service 0	One day I will attend the TI hurhur prolly 2 years later :'( fking national service
national_service 0	I don't like hearing regulars say " WE do NS " . Non-regulars do National Service and make sacrifices . Regulars experience no work disruption .
national_service 0	Kene banned from going jb thank you national service
national_service 0	The ruling class don't care for the sacrifice of brave soldiers.Compulsory national service for all is the only way to induce patriotism .
national_service 0	I knew that the next 19 months of my national service would be a hassle when I received the letter of
